projectname,clientname,projectscope,yr_closed,newdistcode,cleanschool,newschoolid,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,yr_op1,genenrollment,distkids,CPI_perstu,CPIdist_kid,ctwhite,ctblack,cthispanic,ctReduced_lunch,distctwhite,distctblack,distcthispanic,distctReduced_lunch,maybecanceled,edu_building,career_tech,community1,community2,gen_facilities,admin,new,modern,career_techspending,edu_buildingspending,community1spending,community2spending,gen_facilitiesspending,adminspending,career_techstudent,edu_buildingstudent,community1student,community2student,gen_facilitiesstudent,adminstudent
GLEN ALTA ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS [FIRE ALARM],14,622710,GLEN ALTA ELEMENTARY,62271003044,0,212614,3809.6,216423.6,216423.6,2008,260,684143,832.3986,0.3163427,5,6,261,269,59978,74519,504866,469364,0,0,0,0,0,1,0,0,0,,,,,832.3986,,,,,,832.3986,
PALMS ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 2 CLSRM  BUILDINGS (STOCKPILE A-66628),99,622710,PALMS ELEMENTARY,62271003266,58013.33,58013.33,,0,58013.33,1998,565,695885,102.6785,0.0833663,,170,249,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,102.6785,,,102.6785,,,102.6785,,,102.6785,
PARK WESTERN ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-PARKING LOT (RE-PAVING AND STRIPING)(#34774),15,622710,PARK WESTERN ELEMENTARY,62271003456,0,0,45691.88,45691.88,45691.88,2012,539,653337,84.77158,0.0699362,1,176,415,33,59627,62467,483838,195472,0,0,0,0,0,1,0,0,0,,,,,84.77158,,,,,,84.77158,
POLYTECHNIC HIGH,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-PARKING LOT REPAVE & SITE WORK,15,622710,POLYTECHNIC HIGH,62271003020,0,163517.8,,163517.8,163517.8,2013,2937,650620,55.67511,0.2513261,59,36,2702,1040,59934,61377,482081,389786,0,0,0,0,0,1,0,0,0,,,,,55.67511,,,,,,55.67511,
CLAIREMONT HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF SITEWORK [TENNIS COURT]; ADA UPGRADE,12,634320,CLAIREMONT HIGH,63432005434,513866.3,727854.1,,0,727854.1,2000,1259,141804,578.1208,5.132818,576,67,528,665,38723,23300,52361,88089,0,0,0,0,1,1,0,0,0,,,,578.1208,578.1208,,,,,578.1208,578.1208,
SEQUOIA ELEMENTARY SCHOOL,OAKLAND UNIFIED SCHOOL DISTRICT, PORTABLES.,7,628050,SEQUOIA ELEMENTARY,62805004314,163731,457628.2,,0,457628.2,2000,365,54863,1253.776,8.34129,53,178,37,194,3061,26650,14645,32705,0,0,0,0,0,1,0,0,0,,,,,1253.776,,,,,,1253.776,
GAULT ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-2 RELOCATABLE CLSRM BLDGS (PC-02-104925) , RELOCATABLE TOILET BLDG (PC-04-104800) AND STEEL RAMPS (PC-04104775)",9,622710,GAULT ELEMENTARY,62271003040,0,809680,,0,809680,2006,480,703722,1686.833,1.150568,47,17,401,406,64272,82884,532152,558949,0,1,0,0,0,1,0,0,0,,1686.833,,,1686.833,,,1686.833,,,1686.833,
NEVADA AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-HCD APPROVED CLSRM BUILDING (RELOCATION),16,622710,NEVADA AVENUE ELEMENTARY,62271003211,50761.67,53846.53,,0,53846.53,1998,680,695885,79.18607,0.0773785,,71,402,,0,93867,466259,0,0,1,0,0,0,0,0,0,0,,79.18607,,,,,,79.18607,,,,
232ND PLACE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RAMPS,9,622710,232ND PLACE ELEMENTARY,62664008229,41671.55,61504.76,,0,61504.76,2004,0,16974,,3.623469,0,0,0,0,8250,307,6232,6332,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
TAPER ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO ENTIRE CAMPUS (HVAC)F19-63,8,622710,TAPER ELEMENTARY,62271003388,847806.9,852765.6,148177.8,0,1000943,1998,697,695885,1436.074,1.438375,,94,225,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,1436.074,,,,,,1436.074,
SELLERY SPECIAL EDUCATION CENTER,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATION TO 3 C.R.BLDGS.;C.R./ADMIN./M.P.BLDG. (INSTALLATION OF AIR CONDITIONING SYSTEM),11,622710,SELLERY SPECIAL EDUCATION CENTER,62271012837,158377.4,2034710,277034,0,2311744,2000,0,721346,,3.204764,0,0,0,0,72404,93532,496505,520214,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,
SAN FERNANDO HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 4-SHADE STRUCTURES; SITE WORK.,14,622710,SAN FERNANDO HIGH,62271003325,218110.4,1254026,352045.1,1606071,1606071,2009,3254,667315,493.5682,2.406766,21,36,3185,2754,59448,72377,501867,513043,0,0,0,0,0,1,0,0,0,,,,,493.5682,,,,,,493.5682,
VARIOUS SITES (FRESNO USD),FRESNO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-HECKMAN ELEM: 1 - C.R./ADMIN BLDG/S , 1 - M.P. BLDG      DAILEY ELEM:    1 - C.R. BLDG, 1 - C.R./MP BLDG, 1 - C.R/LIBRARY/ADMIN BLDG",8,614550,VARIOUS SITES (FRESNO USD),999999,3154468,1652117,91601.27,0,1743718,2003,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,
MARIANNA ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE SCHOOL CAMPUS (FIRE ALARM SYSTEM),14,622710,MARIANNA ELEMENTARY,62271003165,0,269263.1,20038.86,289301.9,289301.9,2007,463,685249,624.8422,0.4221851,0,1,464,439,61671,77938,514197,518046,0,1,0,0,0,1,0,0,0,,624.8422,,,624.8422,,,624.8422,,,624.8422,
SUN VALLEY MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF A NEW LUNCH SHELTER,6,622710,SUN VALLEY MIDDLE,62271012520,135108.7,254004.3,-254004.3,0,0,2000,0,721346,,0,0,0,0,0,72404,93532,496505,520214,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,
PATRICK HENRY MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-MARQUEE SIGN,12,622710,PATRICK HENRY MIDDLE,62271003079,0,60631.12,,0,60631.12,2004,1568,741367,38.6678,0.0817829,408,138,730,824,68132,88271,541514,558973,0,0,0,0,0,1,0,0,0,,,,,38.6678,,,,,,38.6678,
MIRA MESA HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-(1)WEIGHT RM BLDG.,7,634320,MIRA MESA HIGH,63432005520,123660,149693.7,,0,149693.7,2002,2532,140753,59.12073,1.06352,740,168,240,755,37601,22065,56205,86939,0,0,0,0,1,0,0,0,0,,,,59.12073,,,,,,59.12073,,
EAST VALLEY AREA NEW MIDDLE SCHOOL #1 (REVISED),LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-C.R./ADMIN BLDG., GYM. BLDG., LOCKER BLDG, LIBRARY BLDG. AND M.P./KITCHEN BLDG.",16,622710,EAST VALLEY AREA NEW MIDDLE,62271011651,0,5.88E+07,1.93E+07,8.09E+07,8.09E+07,2002,0,746852,,108.2622,0,0,0,0,70746,91195,524821,534883,0,1,0,1,1,1,1,0,0,,,,,,,,,,,,
REDWOOD HEIGHTS ELEMENTARY SCHOOL-OAKLAND USD,OAKLAND UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-FIRE ALARM UPGRADE,12,628050,REDWOOD HEIGHTS ELEMENTARY,62805004310,259510.2,315737.3,-22032.41,0,293704.9,2010,349,46428,841.5614,6.32603,150,54,51,80,3442,15033,17954,32425,0,0,0,0,0,1,0,0,0,,,,,841.5614,,,,,,841.5614,
BRENTWOOD ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 3 BUILDINGS (RELOCATABLE) (STOCKPILE 66628),3,622710,BRENTWOOD ELEMENTARY,62271002863,65265,0,,0,65265,1998,1211,695885,53.89347,0.0937871,,232,238,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,53.89347,,,53.89347,,,53.89347,,,53.89347,
WASHINGTON HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 2-BANNER POLES (PC#03-113308), ALTERATIONS TO 1-RAMP (PC#04-109224)TO BUNGALOW B26A",14,622710,WASHINGTON HIGH,62271003203,0,1104858,,0,1104858,2010,315,667090,3507.487,1.656236,117,25,129,81,58984,68122,491937,510789,0,0,0,0,0,1,0,0,0,,,,,3507.487,,,,,,3507.487,
SAN MIGUEL AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM),13,622710,SAN MIGUEL AVENUE ELEMENTARY,62271009573,0,808915.9,5878.633,0,814794.5,2007,1089,685249,748.2043,1.189049,3,2,1193,1112,61671,77938,514197,518046,0,0,0,0,0,1,0,0,0,,,,,748.2043,,,,,,748.2043,
FRESNO HIGH SCHOOL (FRESNO U.S.D.),FRESNO UNIFIED SCHOOL DISTRICT,RELOCATION OF 23-CLASSROOM BUILDINGS (RELOCATABLE),9,614550,FRESNO HIGH,61455001730,1430982,1163853,60799.68,0,1224652,2008,2819,76617,434.4279,15.98408,391,291,1741,2354,11203,8272,44876,60107,0,1,0,0,0,0,0,0,0,,434.4279,,,,,,434.4279,,,,
ENCINA HIGH (SAN JUAN USD),SAN JUAN UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ALTERATIONS TO SITE (ELECT. RETRO FIT), ALTERATIONS TO 1-SITE (ELECT. RETROFIT)",3,634620,ENCINA HIGH,63462005778,595322.6,671594,28329.42,0,699923.4,2001,812,51383,861.9747,13.62169,381,196,202,553,37762,3225,5195,14488,0,0,0,0,0,1,0,0,0,,,,,861.9747,,,,,,861.9747,
BELVEDERE MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONSTRUCTION OF LUNCH SHELTER,0,622710,BELVEDERE MIDDLE,62271002850,107843,150548.9,2708.801,0,153257.7,1998,2088,695885,73.39926,0.2202342,,39,1977,,0,93867,466259,0,0,0,0,0,0,1,0,0,0,,,,,73.39926,,,,,,73.39926,
LA JOLLA ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-DECK/RAMP, RELOCATION OF 2-CLASSROOM BUILDINGS (RELOCATABLE) (A#04-107496), ALTERATIONS TO 1-SITE WORK",14,634320,LA JOLLA ELEMENTARY,63432005495,0,442042.8,,442042.8,442042.8,2013,613,130012,721.114,3.400016,449,5,92,40,30108,13227,60555,85971,0,1,0,0,0,1,0,0,0,,721.114,,,721.114,,,721.114,,,721.114,
ROWAN AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SHADE STRUCTURE (PC# 03-106747).,16,622710,ROWAN AVENUE ELEMENTARY,62271003320,0,81799.39,,81799.39,81799.39,2007,993,685249,82.37602,0.1193718,1,1,1031,979,61671,77938,514197,518046,0,0,0,0,0,1,0,0,0,,,,,82.37602,,,,,,82.37602,
WINDSOR MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 3 RELOCATABLE CLSRM BLDGS. FROM STOCKPILE (#66628) & ALTNS. TO CLSRM BLDG. #4-HANDICAP TOILET UPGRADE (#10690 ),15,622710,WINDSOR MIDDLE,62271007770,64705.82,245719.6,,0,245719.6,1998,742,695885,331.1585,0.3531038,,750,28,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,331.1585,,,331.1585,,,331.1585,,,331.1585,
LA JOLLA HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO ATHLETIC FIELD GRANDSTAND (HANDICAPPED PLATFORM),2,634320,LA JOLLA HIGH,63432005496,16213.04,36459.08,,0,36459.08,2000,1662,141804,21.93687,0.257109,1131,26,335,259,38723,23300,52361,88089,0,0,0,0,1,0,0,0,0,,,,21.93687,,,,,,21.93687,,
LA JOLLA HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-NEW SCORE BOARD /  MESSAGE CENTER,12,634320,LA JOLLA HIGH,63432005496,56556.5,18881.44,,0,18881.44,2000,1662,141804,11.36067,0.1331517,1131,26,335,259,38723,23300,52361,88089,0,1,0,0,1,0,0,1,0,,11.36067,,11.36067,,,,11.36067,,11.36067,,
JERABEK ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"RELOCATION OF 1-28 - RELOCATABLE C.R. BLDG/S (B1-B26, TOILET) SITE CERT, ALTERATIONS TO 1-3 - C.R. BLDG/S (300, 400, 500); 1 - ADMIN. BLDG (200);, 1 - M.P. BLDG (100) A#40104; , 28 - RELOCATABLE C.R. BLDG/S (B1-B26, TOILET)",6,634320,JERABEK ELEMENTARY,63432005486,1289721,2159517,201873.2,0,2361391,2003,921,137960,2563.942,17.11649,717,8,72,51,36825,21108,57546,79705,0,1,0,1,0,1,1,0,0,,2563.942,2563.942,,2563.942,2563.942,,2563.942,2563.942,,2563.942,2563.942
LA JOLLA HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-BASEBALL CLUBHOUSE,8,634320,LA JOLLA HIGH,63432005496,124842.7,124842.7,,0,124842.7,2004,1688,134709,73.95895,0.9267586,1042,29,410,273,35750,20001,57810,70280,0,0,0,0,1,0,0,0,0,,,,73.95895,,,,,,73.95895,,
LA JOLLA HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-CLASSROOM BUILDING (#900,PREVIOUS DSA 04-103090; INSTALL WALL MOUNTED INTERACTIVE WHITE BOARD)",15,634320,LA JOLLA HIGH,63432005496,0,2262.772,,2262.772,2262.772,2012,1542,129995,1.467427,0.0174066,897,35,480,577,30309,14050,60329,27623,0,1,0,0,0,1,0,0,0,,1.467427,,,1.467427,,,1.467427,,,1.467427,
LOMA PORTAL ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SITE WORK,11,634320,LOMA PORTAL ELEMENTARY,63432005504,27260.13,27288.44,,0,27288.44,2011,426,130719,64.05737,0.2087565,227,12,116,183,31270,14791,60052,86232,0,0,0,0,0,1,0,0,0,,,,,64.05737,,,,,,64.05737,
VARIOUS SITES (FRESNO USD),FRESNO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-LIBRARY BLDG.,6,614550,VARIOUS SITES (FRESNO USD),999999,1737064,2489792,15983.56,0,2505775,2003,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
LA JOLLA HIGH SCHOOL - STADIUM PROJECT INTERIM HOUSING,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-PLATFORM (PC#04-104796), RELOCATION OF 1-TOILET BUILDING (RELOCATABLE) (A#04-113803), 2-CLASSROOM BUILDINGS (RELOCATABLE) (A#04-105455)",16,634320,LA JOLLA HIGH,63432005496,0,306346,,306346,306346,2014,,,,,846,37,466,366,29972,12559,60792,76657,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,
SKYCREST  ELEMENTARY (SAN JUAN UNIFIED SD),SAN JUAN UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-RELOCATABLE CLSRM BLDGS,8,634620,SKYCREST ELEMENTARY,63462005820,2239341,2221772,38575.15,0,2260347,2005,705,48325,3206.166,46.77387,468,52,156,463,34784,3806,7010,14510,0,1,0,0,0,0,0,0,0,,3206.166,,,,,,3206.166,,,,
FRESNO HIGH (FRESNO USD),FRESNO UNIFIED SCHOOL DISTRICT,RECONSTRUCTION OF 1-EXISTING AUDITORIUM/CLASSROOM BUILDING,13,614550,FRESNO HIGH,61455001730,0,2181531,442466.9,0,2623998,2002,2870,81222,914.285,32.30649,556,246,1555,1875,15518,9576,40912,59738,0,1,0,0,1,0,0,0,0,,914.285,,914.285,,,,914.285,,914.285,,
MOUNT GLEASON MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),12,622710,MOUNT GLEASON MIDDLE,62271003200,0,2987268,254912.3,0,3242180,2004,1689,741367,1919.586,4.373246,570,64,866,1244,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1919.586,,,,1919.586,,1919.586,,,,1919.586,
HARRISON ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ADMIN BLDG; MP BLDG; CR BLDG.,8,622710,HARRISON ELEMENTARY,62271003071,264462.4,172348.8,-37818.13,0,134530.7,1999,1125,710007,119.5828,0.1894779,,5,1187,,0,94664,480655,0,0,1,0,0,0,0,1,0,0,,119.5828,,,,119.5828,,119.5828,,,,119.5828
FULLBRIGHT AVENUE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT, (A-11484),16,622710,FULLBRIGHT AVENUE ELEMENTARY,62271003028,58013.33,102467.5,2443.521,104911,104911,1998,577,695885,181.8215,0.1507591,,28,392,,0,93867,466259,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANKLIN SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-MP BUILDING,15,622710,FRANKLIN SENIOR HIGH,62271003022,1296519,2555357,,0,2555357,2008,411,684143,6217.414,3.735121,190,5,147,164,59978,74519,504866,469364,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ROBERT E. LEE ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 3-CLASSROOM BUILDINGS (300,400,500) UPS/WIRELESS LAN, 1-LIBRARY BUILDING 100 (A#04-105428) - UPS/WIRELESS LAN, 1-ADMINISTRATION /MULTI-PURPOSE/KINDERGARTEN BUILDING 200 (A#04-105428) - UPS/WIRELESS LAN, 3-CLASSROOM BUILDINGS 300, 400 & 500 (A#04-105428) - UPS/WIRELESS LAN, 10-CLASSROOM BUILDINGS K3, B6 THROUGH B14(RELOCATABLE, A#04-105428) - UPS/WIRELESS LAN",15,634320,ROBERT E. LEE ELEMENTARY,63432005498,0,499554,,499554,499554,2012,413,129995,1209.574,3.842871,13,27,311,0,30309,14050,60329,27623,0,1,0,1,0,0,1,0,0,,1209.574,1209.574,,,1209.574,,1209.574,1209.574,,,1209.574
VARIOUS   SAN DIEGO USD,SAN DIEGO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-(1)CR BLDG - A# 15238; & (1)ASSEMBLY/CAFE BLDG - A# 11649 @ AUDUBON ACADEMY SCHOOL; (3)CR BLDGS - A# 18288; (1)ADMIN BLDG; (1)ASSEMBLY/CAFE BLDG; & (1)K.G BLDG - A#16322 @ BAYVIEW TERRACE ELEM. SCHOOL.,7,634320,VARIOUS  SAN DIEGO USD,999999,460694.1,467092.6,-5872.57,0,461220.1,2003,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,
ROSCOMARE ROAD ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTNS. TO EXISTING BLD'GS.-INSTALLATION OF NEW (F/A SYSTEM) FOR CAMPUS.,4,622710,ROSCOMARE ROAD ELEMENTARY,62271003317,161023.3,0,,0,161023.3,1999,499,710007,322.692,0.2267911,,17,15,,0,94664,480655,0,0,1,0,0,0,0,0,1,0,,322.692,,,,,,322.692,,,,
BELVEDERE MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ENTIRE CAMPUS [FIRE ALARM, SAFETY & TECHNOLOGY]",16,622710,BELVEDERE MIDDLE,62271002850,0,3748796,671618.9,4420415,4420415,2006,2406,703722,1837.246,6.281478,3,17,2428,2313,64272,82884,532152,558949,0,0,1,0,0,1,0,0,0,1837.246,,,,1837.246,,1837.246,,,,1837.246,
FIGARDEN ELEMENTARY (FRESNO U.S.D.),FRESNO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-CONCESSION BUILDING (RELOCATABLE),9,614550,FIGARDEN ELEMENTARY,61455008842,272938.3,157787.8,2614.749,0,160402.6,2008,684,76617,234.5067,2.093564,226,104,296,281,11203,8272,44876,60107,0,1,0,0,0,1,0,0,0,,234.5067,,,234.5067,,,234.5067,,,234.5067,
LORNE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO ENTIRE CAMPUS (FIRE ALARM SYSTEM),0,622710,LORNE ELEMENTARY,62271003150,101523.3,101523.3,5122.838,0,106646.2,1998,714,695885,149.3644,0.1532526,,57,244,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,149.3644,,,149.3644,,,149.3644,,,149.3644,
LEWIS MIDDLE SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-1 - RAMP/PLATFORM (PC04-104774), RELOCATION OF 1-3 - RELOCATABLE C.R. BLDG/S (04-102810), 1 - RELOCATABLE TOILET BLDG(STOCKPILE 04-105281)",6,634320,LEWIS MIDDLE,63432005499,148548.4,0,,0,148548.4,2004,1142,134709,130.0774,1.102735,543,110,354,461,35750,20001,57810,70280,0,1,0,0,0,1,0,0,0,,130.0774,,,130.0774,,,130.0774,,,130.0774,
SOUTH PARK ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ENTIRE CAMPUS (MODERNIZATION-ACS, ASPHALTIC CONCRETE RESURFACING,ETC)",15,622710,SOUTH PARK ELEMENTARY,62271003365,827658.6,1420575,62833.05,1483408,1483408,2005,1126,727319,1317.414,2.039556,2,198,910,1083,66438,86362,539906,556015,0,1,0,0,0,1,0,0,1,,1317.414,,,1317.414,,,1317.414,,,1317.414,
MELROSE AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO3 C.R. BUILDINGS & C.R./ADM./M.P. BUILDING (HVAC),1,622710,MELROSE AVENUE ELEMENTARY,62271003178,524875.6,565630,34779.66,0,600409.7,1998,289,695885,2077.542,0.8628002,,47,168,,0,93867,466259,0,0,1,0,1,0,1,0,0,0,,2077.542,2077.542,,2077.542,,,2077.542,2077.542,,2077.542,
VERMONT AVENUE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF  2 C.R. BLDGS & SITE UTILITIES,4,622710,VERMONT AVENUE ELEMENTARY,62271003431,77333.75,0,,0,77333.75,1999,1625,710007,47.59,0.1089197,,135,1439,,0,94664,480655,0,0,1,0,0,0,1,0,0,0,,47.59,,,47.59,,,47.59,,,47.59,
SELMA AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF CLSRM  BUILDING (STOCKPILE A-68900),0,622710,SELMA AVENUE ELEMENTARY,62271003339,50761.67,50761.67,,0,50761.67,1998,719,695885,70.60037,0.0729455,,33,640,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,70.60037,,,70.60037,,,70.60037,,,70.60037,
GRIFFITH JOYNER ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-CORRECTIVE ACS COMPLIANCE WORK FOR PROJECT 03-110117 (F.A.), 1-MAIN BLDG.",16,622710,GRIFFITH JOYNER ELEMENTARY,62271003244,0,121646,16620.44,138266.5,138266.5,2013,648,650620,213.3742,0.2125149,1,206,495,496,59934,61377,482081,389786,0,1,0,0,0,0,0,0,0,,213.3742,,,,,,213.3742,,,,
HAMASAKI  ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ALTNS. TO  K.G. BUILDING, C.R./ADM. BUILDING, C.R./M.P. BUILDING (A 860,27446 31851)(HVAC)  ",1,622710,HAMASAKI ELEMENTARY,62271003306,568264.2,740061.7,25992.27,0,766053.9,1998,550,695885,1392.825,1.100834,,21,516,,0,93867,466259,0,0,1,0,1,0,1,0,0,0,,1392.825,1392.825,,1392.825,,,1392.825,1392.825,,1392.825,
SHERMAN OAKS ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO 3 CLASSROOM BLDGS. (RELOCATION),2,622710,SHERMAN OAKS ELEMENTARY,62271003351,65265,4800.604,,0,4800.604,1998,923,695885,5.201087,0.0068986,,82,210,,0,93867,466259,0,0,1,0,0,0,0,0,0,0,,5.201087,,,,,,5.201087,,,,
HOLLY DRIVE CHARTER SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 7-CLASSROOM BUILDINGS B12-B15, B17, B19 & B21 (RELOCATABLE) - ALL HVAC PER PC#04-112959",15,634320,HOLLY DRIVE CHARTER,63432008306,0,83267.69,,83267.69,83267.69,2014,,,,,0,82,51,139,29972,12559,60792,76657,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,
EAST VALLEY NEW HIGH SCHOOL #3,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SWIMMING POOL,11,622710,EAST VALLEY NEW HIGH,62271011651,1521127,894324.3,,0,894324.3,2002,0,746852,,1.197459,0,0,0,0,70746,91195,524821,534883,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
REED MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ASSEMBLY BLDG. (HVAC),13,622710,REED MIDDLE,62271003299,0,1027037,41562.62,0,1068600,2005,1997,727319,535.1026,1.469231,484,149,1316,1336,66438,86362,539906,556015,0,0,0,0,0,1,0,0,0,,,,,535.1026,,,,,,535.1026,
